text	class
невиновный	159
жестокий	171
отрицательный	206
аниматор	128
логичный	176
испорченный	137
злобный	174
торжественный	177
мудрый	213
запасливый	219
тщеславный	162
инициатива	161
отличный	146
мятежный	170
наблюдательность	164
амбициозный	131
гений	140
образованный	222
враждебный	178
модный	188
прагматичный	136
странный	203
подлинный	186
ленивый	150
правша	148
разумный	149
добрый	126
адаптивность	208
угрюмый	183
острый	144
интеллектуальный	124
лицемерный	198
кротость	129
объективный	209
адаптивное поведение	205
неудобно	190
ответственный	201
наивный	143
недобрый	191
жадный	182
дружелюбный	224
вежливый	145
зло	229
верный	168
скромный	233
осторожный	189
доминирующий	181
трус	184
мудрый	213
детский	151
злобный	174
рассеянный	141
агрессивный	210
аниматор	128
прирученный	122
глупый	204
недовольный	212
брюзжать	232
гордый	134
стойкость	153
доминантный	163
одаренный	135
доминирующий	181
испорченный	137
искренний	196
непослушный	142
инициатива	161
вредный; озорной	166
правша	148
враждебный	178
скромный	233
инициатива	161
гений	140
отличный	146
адаптивный	130
амбициозный	131
рассеянный	141
потрясающий	180
неловкий; неуклюжий	167
получающий удовольствие	179
уверенный	154
отрицательный	206
талант	215
положительный	199
жёсткий	185
ребяческий	152
опытный	160
беспокоящий	227
дружелюбный	224
приличный	195
невиновный	159
неловкий; неуклюжий	167
получающий удовольствие	179
личные качества	226
аккуратный	197
доминантный	163
кротость	129
испорченный	137
образованный	222
тщеславный	162
мудрый	213
высокомерный	194
объективный	209
запасливый	219
рассеянный	141
ленивый	150
неудобно	190
жадный	182
угрюмый	183
гордый	134
логичный	176
непослушный	142
детский	151
недовольный	212
гений	140
запасливый	219
кротость	129
адаптивный	130
наивный	143
интеллектуальный	124
уверенный	154
неудобно	190
жадный	182
острый	144
недовольный	212
разумный	149
образованный	222
вежливый	145
угрюмый	183
отличный	146
объективный	209
гордый	134
детский	151
наивный	143
тщеславный	162
добрый	126
адаптивность	208
лицемерный	198
глупый	204
зло	229
неприятный	217
мудрый	213
злобный	174
миленький	156
одаренный	135
трусливо	221
правша	148
тщеславный	162
отличный	146
аниматор	128
рассеянный	141
ленивый	150
гений	140
миленький	156
уверенный	154
вежливый	145
разумный	149
отличный	146
логичный	176
запасливый	219
неудобно	190
образованный	222
непослушный	142
одаренный	135
непослушный	142
ленивый	150
испорченный	137
жадный	182
добрый	126
странный	203
искренний	196
разумный	149
злобный	174
неприятный	217
отвратительный	202
агрессивный	210
гордый	134
адаптивное поведение	205
смелость	147
недобрый	191
инициатива	161
подлинный	186
наивный	143
верный	168
прагматичный	136
лицемерный	198
нежный	138
причинять резкую боль	214
наблюдательность	164
острый	144
послушный	158
высокомерный	194
скучный	133
особенный	169
строгий	173
наглость	228
мужественность	216
осторожный	189
обычный	155
интеллектуальный	124
объективный	209
милосердный	187
поверхностный	123
адаптивность	208
ответственный	201
истерик	127
трусливо	221
угрюмый	183
зло	229
брюзжать	232
приличный	195
предусмотрительный	211
ребяческий	152
прирученный	122
зрелищный	172
мятежный	170
милый	220
любопытный	139
недовольный	212
жестокий	171
продуманный	230
трус	184
оживленный	207
вежливый	145
положительный	199
получающий удовольствие	179
потрясающий	180
невиновный	159
личные качества	226
аккуратный	197
испорченный	137
враждебный	178
остроумие	157
непослушный	142
доминантный	163
опытный	160
тщеславный	162
рассеянный	141
проныра	132
неприятный	217
одаренный	135
вредный; озорной	166
гений	140
беспокоящий	227
уверенный	154
нерадивый	175
отрицательный	206
торжественный	177
наглость	228
стойкость	153
злобный	174
неудобно	190
жёсткий	185
аниматор	128
дружелюбный	224
ленивый	150
модный	188
логичный	176
отличный	146
правша	148
адаптивное поведение	205
неловкий; неуклюжий	167
жадный	182
невиновный	159
разумный	149
недобрый	191
смелость	147
образованный	222
миленький	156
детский	151
гордый	134
талант	215
доминирующий	181
мудрый	213
трусливо	221
высокомерный	194
потрясающий	180
зло	229
наивный	143
запасливый	219
милосердный	187
предусмотрительный	211
продуманный	230
вежливый	145
поверхностный	123
трус	184
объективный	209
тщеславный	162
неприятный	217
запасливый	219
испорченный	137
аккуратный	197
беспокоящий	227
одаренный	135
неудобно	190
отрицательный	206
уверенный	154
личные качества	226
получающий удовольствие	179
доминантный	163
опытный	160
жёсткий	185
аниматор	128
миленький	156
жадный	182
гений	140
логичный	176
образованный	222
ленивый	150
рассеянный	141
правша	148
злобный	174
недобрый	191
неловкий; неуклюжий	167
дружелюбный	224
приличный	195
непослушный	142
стойкость	153
